,Unnamed: 0,username,description,location,following,followers,totaltweets,retweetcount,text
235,235,ChiomaChikwend5,a simple and loving person,,326,393,1948,108,"Oh that song got Atiku heart attack🤣🤣🤣🤣
Did she say street protest? 🤔
What is going on here !

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/wIZ77OV2lx"
236,236,Adebowale__,Financial/Tax Consultant📟💰 ICANaat🎓  Let Love Win❤️💡 Arsenal❤️,"Lagos, Nigeria",1046,1294,67768,86,"It can only take a righteous man to sake the unrighteous, I'm not saying Peter  Obi is righteous but he is the right man for the job. Uncorrupted! 

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/RiRPjhsXV3"
237,237,BennyB09907071,dedicated husband and father,,1386,775,11883,108,"Oh that song got Atiku heart attack🤣🤣🤣🤣
Did she say street protest? 🤔
What is going on here !

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/wIZ77OV2lx"
238,238,aremu_gideon7,"I'm Education manager, Social Media Manager, software Developer/Marketer Sales Consultant, and  human rights activist. I’m popularly known as “Balogun”",ogbomoso,1467,243,110,86,"It can only take a righteous man to sake the unrighteous, I'm not saying Peter  Obi is righteous but he is the right man for the job. Uncorrupted! 

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/RiRPjhsXV3"
239,239,EdogaChux,"Entrepreneur, Software Developer - CEO Digital Dreams - LOver oF eVertHing gooD.",Enugu,1349,4682,12368,108,"Oh that song got Atiku heart attack🤣🤣🤣🤣
Did she say street protest? 🤔
What is going on here !

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/wIZ77OV2lx"
240,240,HerrShola,Hey there 👋🏾|Software Dev🧑🏽‍💻|iDevelop 🧑🏽‍💻,🌎,3224,3423,46497,86,"It can only take a righteous man to sake the unrighteous, I'm not saying Peter  Obi is righteous but he is the right man for the job. Uncorrupted! 

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/RiRPjhsXV3"
241,241,Show05655123,lovers of politics +printer + Graphics Designer + Gifts/Surprises + Events Planning ETC. MD HAYBEESHOW CREATIVITY,Nigeria,228,59,4595,86,"It can only take a righteous man to sake the unrighteous, I'm not saying Peter  Obi is righteous but he is the right man for the job. Uncorrupted! 

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/RiRPjhsXV3"
242,242,HerrShola,Hey there 👋🏾|Software Dev🧑🏽‍💻|iDevelop 🧑🏽‍💻,🌎,3224,3423,46497,108,"Oh that song got Atiku heart attack🤣🤣🤣🤣
Did she say street protest? 🤔
What is going on here !

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/wIZ77OV2lx"
243,243,GODSNEAR1,"Hardwork has no substitute in success equation!

Brand: GalexFoam. - Manufacturer Flexible Foams: Mattresses&Pillows.
Email:galexfoamind@gmail.com

#Arsenal",Nigeria,3495,3632,102101,108,"Oh that song got Atiku heart attack🤣🤣🤣🤣
Did she say street protest? 🤔
What is going on here !

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/wIZ77OV2lx"
244,244,RainSegzy,Successful OAP/Media Tycoon (speaking into my existence) | Host of #RMTop20 Countdown https://t.co/wFkvGmj8na | for promotions c,Lagos,3114,1256,13399,86,"It can only take a righteous man to sake the unrighteous, I'm not saying Peter  Obi is righteous but he is the right man for the job. Uncorrupted! 

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/RiRPjhsXV3"
245,245,switcandyyy,"lost my old account @andreachichi please hit that follow button/
simple //articulated //kids fashion freek //entrepreneur // biochemist,  http:/ARSENAL FAN",Nigeria,2419,2505,25180,86,"It can only take a righteous man to sake the unrighteous, I'm not saying Peter  Obi is righteous but he is the right man for the job. Uncorrupted! 

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/RiRPjhsXV3"
246,246,Yusuf24626106,a simple guy,,596,447,21154,86,"It can only take a righteous man to sake the unrighteous, I'm not saying Peter  Obi is righteous but he is the right man for the job. Uncorrupted! 

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/RiRPjhsXV3"
247,247,OkoroFinian,"BS., (Marine Biology), MS., (Environmental Pollution), lover of truth, uprightness , fairness& justice, 
email: finianokoro74@gmail.com","Calabar, Nigeria",4981,2082,23589,108,"Oh that song got Atiku heart attack🤣🤣🤣🤣
Did she say street protest? 🤔
What is going on here !

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/wIZ77OV2lx"
248,248,ngozitodavid,,"edo state, Nigeria",635,620,7696,108,"Oh that song got Atiku heart attack🤣🤣🤣🤣
Did she say street protest? 🤔
What is going on here !

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/wIZ77OV2lx"
249,249,Michael24486377,"Cool, fun",,50,82,459,108,"Oh that song got Atiku heart attack🤣🤣🤣🤣
Did she say street protest? 🤔
What is going on here !

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/wIZ77OV2lx"
250,250,Osinach07004042,I’m an honest person,,1034,400,2816,108,"Oh that song got Atiku heart attack🤣🤣🤣🤣
Did she say street protest? 🤔
What is going on here !

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/wIZ77OV2lx"
251,251,cjemirigbe,Never a dull moment,"Delta, Nigeria",855,180,2577,86,"It can only take a righteous man to sake the unrighteous, I'm not saying Peter  Obi is righteous but he is the right man for the job. Uncorrupted! 

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/RiRPjhsXV3"
252,252,BuchiBlessing2,"LET YOUR THOUGHTS FLOW LIKE WATER. 
l lost my old acct follow back please.","Lagos, Nigeria",1073,31,463,86,"It can only take a righteous man to sake the unrighteous, I'm not saying Peter  Obi is righteous but he is the right man for the job. Uncorrupted! 

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/RiRPjhsXV3"
253,253,NnamdiO33819180,I'm a model a businessman,"Durban, South Africa",879,542,1634,108,"Oh that song got Atiku heart attack🤣🤣🤣🤣
Did she say street protest? 🤔
What is going on here !

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/wIZ77OV2lx"
254,254,ELIBSON,Soccer ⚽️Lover. ONLY GOD MAKES WAY.,"ABJ, Nigeria",4734,465,25789,86,"It can only take a righteous man to sake the unrighteous, I'm not saying Peter  Obi is righteous but he is the right man for the job. Uncorrupted! 

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/RiRPjhsXV3"
255,255,okoyemiracle2,,"Enugu, Nigeria",122,36,230,86,"It can only take a righteous man to sake the unrighteous, I'm not saying Peter  Obi is righteous but he is the right man for the job. Uncorrupted! 

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/RiRPjhsXV3"
256,256,matthiannaji,"PLEASE DM IF I DON'T FELLOW YOU BACK |  A DAY📉📊 TRADER | 🌍GBPUSD SNIPER ENTRY MASTER🔫🏹| | GRAPHIC DESIGNER |
CHELSEA_FC ⚽|
📩 gentlennaji@gmail.com","Federal Capital Territory, Nig",195,1523,94998,86,"It can only take a righteous man to sake the unrighteous, I'm not saying Peter  Obi is righteous but he is the right man for the job. Uncorrupted! 

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/RiRPjhsXV3"
257,257,majorbigz,Honesty is key,Lagos nigeria,5002,1125,135798,86,"It can only take a righteous man to sake the unrighteous, I'm not saying Peter  Obi is righteous but he is the right man for the job. Uncorrupted! 

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/RiRPjhsXV3"
258,258,MAriwa231,Real Estate Executive...,"Lagos, Nigeria",1292,568,22923,108,"Oh that song got Atiku heart attack🤣🤣🤣🤣
Did she say street protest? 🤔
What is going on here !

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/wIZ77OV2lx"
259,259,gift_adeka,GOD first,,153,84,3320,86,"It can only take a righteous man to sake the unrighteous, I'm not saying Peter  Obi is righteous but he is the right man for the job. Uncorrupted! 

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/RiRPjhsXV3"
260,260,SanctityGeorge,"Welcome to my ☁️
 I'm not out of control. I'm not just in their control. Self-confidence 💯",Global,409,186,2804,86,"It can only take a righteous man to sake the unrighteous, I'm not saying Peter  Obi is righteous but he is the right man for the job. Uncorrupted! 

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/RiRPjhsXV3"
261,261,SunnyBLife,"Conscious & Inclusive Living. Inner Engineering. Blockchain. Renewable Tech. Ecology. Investment Education Advocate. Wealth Creation, Security & Safety Expert.",Nigeria,305,93,1137,0,"📰Arise News Latest Interview with Peter Obi. (Flood, Security, Power, etc.) The Full Story. Click &amp; watch👇https://t.co/dHFE3Bdfuk

#PeterObi #OBIdient #ObiDatti #LabourParty #News #PeterObi4President2023 #Tinubu #Atiku #APC #PDP #TrendingNow #Arewa https://t.co/Fh6QGC5RHw"
262,262,DoneCity,"I am passionate about my work  very Focused and 
Disciplined","Alberta, Canada",2241,524,1722,108,"Oh that song got Atiku heart attack🤣🤣🤣🤣
Did she say street protest? 🤔
What is going on here !

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/wIZ77OV2lx"
263,263,mgbikss,The only goal is Peter obi,Nigeria,4656,7962,1854,108,"Oh that song got Atiku heart attack🤣🤣🤣🤣
Did she say street protest? 🤔
What is going on here !

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/wIZ77OV2lx"
264,264,MAriwa231,Real Estate Executive...,"Lagos, Nigeria",1292,568,22923,86,"It can only take a righteous man to sake the unrighteous, I'm not saying Peter  Obi is righteous but he is the right man for the job. Uncorrupted! 

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/RiRPjhsXV3"
265,265,rajah_victor,"➡️ CCTV AND DSTV INSTALLER
➡️CINEMATOGRAPHER📸
➡️ SAXOPHONIST 🎷",,3481,3061,7007,86,"It can only take a righteous man to sake the unrighteous, I'm not saying Peter  Obi is righteous but he is the right man for the job. Uncorrupted! 

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/RiRPjhsXV3"
266,266,kinguziah007,,Uyo,501,178,1349,86,"It can only take a righteous man to sake the unrighteous, I'm not saying Peter  Obi is righteous but he is the right man for the job. Uncorrupted! 

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/RiRPjhsXV3"
267,267,sirabdoulshehu,proudly Muslim👳 (Allah first) Liverpool fan⚽🏆music🎶🎶 #kusite Instagram @sirabdoulshehu,Unknown ,883,1081,29913,86,"It can only take a righteous man to sake the unrighteous, I'm not saying Peter  Obi is righteous but he is the right man for the job. Uncorrupted! 

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/RiRPjhsXV3"
268,268,mgbikss,The only goal is Peter obi,Nigeria,4656,7962,1854,86,"It can only take a righteous man to sake the unrighteous, I'm not saying Peter  Obi is righteous but he is the right man for the job. Uncorrupted! 

#Obidatti #PeterObiForPresident #Nnamdi Kanu #Go and Verify""#Oba of Benin""""Bad To Me #NYSC #Abuja #Ortom #Cheating #Rufai #OBIdient https://t.co/RiRPjhsXV3"
269,269,retnatdet,I just want to sit in front of the ocean for a little while longer #pastelsandcreams 🌸 IG: retyy,somewhere btwn Icon & psycho,589,1091,86224,0,Nigerians! Know your enemies! Know the people responsible for our sufferings! Let’s not give them our power 2023 because it is ours by right and they have somehow made us feel otherwise!! #Obidient #PO2023 #Obidients #Obidatti ...
270,270,somokodavid,Founder of Faneeds clothing | Youth Coach | Political Enthusiast | Soul winner,"Awka, Anambra state",170,75,135,0,"Announcing the D-shirt Revolution

I've been cooking something with my team @faneeds.

#Dshirt
#Dshirtrevolution
#consumption2production
#ObiDatti2023
#PeterObi
#Obidient
#Obidatti
#ObiDatti023
#PeterObiForPresident
#OBIdientlyYUSful
#Obidientmovement
#goFaneeds
#Faneedsclothing"
271,271,SunnyBLife,"Conscious & Inclusive Living. Inner Engineering. Blockchain. Renewable Tech. Ecology. Investment Education Advocate. Wealth Creation, Security & Safety Expert.",Nigeria,305,93,1137,0,"🪖🔫Even at Gun Point, I won't tell you, or It won't work. Peter Obi Replies to Rufai on Security Issues. 
Click &amp; watch👇
https://t.co/hEpbLE7jFO

#PeterObi #OBIdient #ObiDatti #LabourParty #News #PeterObi4President2023 #Tinubu #Atiku #APC #PDP #TrendingNow #Arewa https://t.co/T6btNwsMHt"
272,272,iamGracieGrace1,Sales & Marketing Expert in Insurance & Pension Fund. I’m one of a Kind😎,"Lagos, Nigeria",166,159,6610,0,@MDAfrica95 Stay OBIdient okay. Vote OBIDATTI 😁 https://t.co/w4A7cTxYjL
273,273,busybeepumpin,,,702,380,13088,495,"As you go to church this morning without a PVC in your pocket, say: 

""Dear Lord. Give me the courage and discipline to collect my PVC this week"".

Encourage someone in the comments section people!
#getyourpvc #ObiDatti #Obidient"
274,274,iamGracieGrace1,Sales & Marketing Expert in Insurance & Pension Fund. I’m one of a Kind😎,"Lagos, Nigeria",166,159,6610,0,@skaalbgroup Stay OBIdient my dear. Vote OBIDATTI 😁 https://t.co/hrhP1BW4VR
0,0,pascalnero06,,"Atlanta, GA 🇺🇸 ",933,428,1596,0,"@HAHayatu @Ibrahimardo1 Oga, 2023 youths will not vote based on party but on personality &amp; on a character we can all trust!. This election will come with surprises &amp; will shock alot of this politicians!. Forget PDP &amp; APC, Vote (LP) Labour Party!, Vote Peter Obi!. He is trustworthy!."
1,1,okaforwilly,,,76,17,106,0,@GazetteNGR U don’t look like sick man rather u are sickness himself. Nigeria is at cross road and power can not be trusted in the hand of sick person pretending not to be. A win for Peter Obi - Datti Baba is a victory for well meaning Nigerians come 2023 general election. #Labour Party LP
2,2,okaforwilly,,,76,17,106,0,@BashirAhmaad He should have a dinner with the affected flood victims and equally do site seeing. A Bad product is very hard to sell no matter what. A win for Peter Obi - Datti Baba is a victory for well meaning Nigerians come 2023 general election.  #Labour Party LP
3,3,okaforwilly,,,76,17,106,0,@PeterObi Thank you for your service to humanity .. we await your resounding victory come 2023 general election. A win for Peter Obi - Datti Baba is a victory for well meaning Nigerians. # Labour Party LP
4,4,okaforwilly,,,76,17,106,0,@PeterObi Continue your good work to humanity.. your resounding victory await us come 2023 election. A win for Peter Obi - Datti Baba is a victory for well meaning Nigerians. # Labour Party LP
5,5,godswill_edozie,My beauty,Nigeria🅾,377,203,9414,0,"Tinubu and Atiku is will lose come 2023 election. Peter Obi will win in landslide. APC distant 4th, PDP distant 3rd, while NNPP distant 2nd. LABOUR PARTY (LP, papa, mama, pikin) with a distant forward 1st. INEC Feb 2023 will declare Peter Obi (LP candidate) winner. #ObiDatti2023"
6,6,okaforwilly,,,76,17,106,0,@NanaKazaure @YarKafanchan @PeterObi A win for Peter Obi- Datti Baba is a victory for well meaning Nigerians come 2023 general election. He has shown the humanitarian nature in him. # Labour Party LP. A better Nigeria is possible with Obi
7,7,IamDiplexy,Life Insurance | General Insurance | Annuity | Savings | Travel | Risk | Healthcare | Retirement | Financial | Pension Professional | RDM @HeirsLife_ 5'8ft. ♍,Lekki Ajah Lagos,5013,738,27201,1,@channelstv The only sin Peter Obi has committed is contesting for the highest position in the land. I remain committed in Obi movement. A win for Peter Obi is a victory for well meaning Nigerians come 2023 general election. # Labour Party LP
8,8,okaforwilly,,,76,17,106,1,@channelstv The only sin Peter Obi has committed is contesting for the highest position in the land. I remain committed in Obi movement. A win for Peter Obi is a victory for well meaning Nigerians come 2023 general election. # Labour Party LP
